Ветер-От,Ветер-До,Солнце-Восток,Солнце-Запад,Больницы,Заводы,Дома А,Дома Б
8.655452773000773,8.655452773000773,0.0,0.0,3.101816965619383,4.397569380493355,1.4681648507742309,1.2361204354424875
8.66643848187588,8.716943532380931,0.0,0.0,2.5606376022384336,4.263386996814825,1.168836566674226,0.9535343917865484
8.677424190750987,8.778434291761089,0.0,0.0,2.5317996648477643,4.800864975673576,0.7224175822162683,0.8167456778882208
8.688409899626096,8.839925051141249,0.0,0.0,1.9585147949125092,4.588594602904999,0.5757093320006184,0.6399035649704405
8.699395608501202,8.901415810521405,0.0,0.0,1.3778392719928432,4.527462250728435,0.5222000549319074,0.6327729366972943
8.710381317376312,8.962906569901563,0.0,0.0,1.9665948575398602,4.3670867982295,0.8198351285255089,0.6550483423594102
8.721367026251418,9.02439732928172,0.8768744511610518,0.0,1.9318739727036853,4.498276671229992,0.518192676765422,0.997499115314242
8.732352735126526,9.085888088661878,1.3891468195428536,0.0,2.4630880189656934,4.637631385192802,0.6570067890827893,1.0849822469900294
8.743338444001633,9.147378848042038,2.1566373987215024,0.0,2.470399916533778,4.723306294395722,0.8766996324161465,1.1837130410357326
8.75432415287674,9.208869607422194,2.5837987178843194,0.0,3.619111779943949,5.095334144659741,0.6529512633985848,0.9323451169731121
8.765309861751849,9.270360366802354,3.130036916550465,0.0,3.9954085395402603,4.775635113921638,1.0868609968347087,1.3706509555898108
8.776295570626955,9.33185112618251,3.5310293936374118,0.0,5.102793393274264,4.9951706922592605,1.1468908970252905,1.2696686875005958
8.787281279502063,9.393341885562668,4.207002554299654,0.8984896681617237,5.3595255285371675,5.40631034946742,0.8816661331041917,1.286990787147096
8.79826698837717,9.454832644942828,5.090494143664075,1.4038852663412265,5.814085765844547,5.621903722330978,0.9566890541029267,1.3408980102579726
8.809252697252278,9.516323404322986,6.000940317976901,2.1644381101428474,6.787966523764712,6.113906912679928,1.4635033532386301,1.8599327471767433
8.820238406127386,9.577814163703142,6.95647321551314,2.5784584994130966,7.088636909772481,6.212812348678367,1.506130248977592,1.8171470541715498
8.831224115002492,9.639304923083301,7.904389873599219,3.1373284976393343,7.420217326873005,6.46214603782,1.2143511961711897,2.3179194311785434
8.8422098238776,9.70079568246346,8.846501931047486,3.520416771908571,7.903514469203322,5.923840159019408,1.3735169771622078,2.7653474062452776
8.853195532752707,9.762286441843617,9.95165853205249,4.203109547671533,6.912939422701253,6.299630487199063,1.689128369936323,2.323226280006093
8.864181241627815,9.823777201223773,10.849364662866531,5.104137135171016,7.40680599445041,6.298914994747257,1.9415986543682364,1.9348937537772288
8.875166950502923,9.885267960603933,11.75845473612263,6.016808177696947,7.2274160795323485,6.644316051073884,1.9245458945693628,1.4573706524685615
8.88615265937803,9.946758719984091,12.65170101279385,6.940570135067308,7.292167647435963,6.852071792877551,2.2320876274426635,1.5762630254068095
8.897138368253138,10.008249479364249,13.093670219003805,7.875711389938006,6.86261269045721,6.72056277398166,2.030850802138868,1.3378158698134688
8.908124077128246,10.069740238744407,13.366470798899774,8.852713473979557,6.8418692670125605,7.1617315902953855,1.5898102701891321,1.403000513518991
8.919109786003354,10.131230998124565,13.574114059781813,10.143557787996004,6.605633970082326,7.1279976867308115,1.5002086591449801,1.5116891189534079
8.93009549487846,10.19272175750472,13.570431815275741,11.158532505713325,6.469122173414525,8.071130651251293,1.2585929947875907,1.378101333644229
8.941081203753567,10.25421251688488,13.5638886433943,12.201422187432538,6.063878641189348,8.612252931826703,1.193088658707776,1.3386761693507603
8.952066912628675,10.315703276265038,13.552414590929537,13.28862247290838,6.115619284565168,8.251680600113177,1.0924597077579445,1.4165760705854984
8.963052621503781,10.377194035645196,12.74767081643691,13.878437281075955,5.957258915825256,7.944168112815004,0.9861426592841382,1.3002869874595628
8.974038330378889,10.438684795025354,11.7426899434636,14.311491742128993,5.606866882278753,7.939221192522757,1.0023013574803687,1.3494741854569348
8.985024039253998,10.500175554405512,10.13131651673517,14.5,5.88450219703362,7.821266388057097,1.0741541255615923,1.9649837072075909
8.996009748129104,10.561666313785672,9.786558741109411,14.370460345000419,5.388416345710364,8.48742265685969,2.038667377273479,2.1518278312372714
9.006995457004212,10.623157073165828,9.213261349677532,14.233359373031266,5.989205695556062,8.7556765442331,1.3930432929358043,2.3441864766102287
9.01798116587932,10.684647832545988,8.553281542580345,14.098168012776963,5.8978385274590535,8.530639867825839,1.8415148551942253,2.891506296298395
9.028966874754428,10.746138591926144,7.679843065852172,13.115674412447767,5.563135710395842,8.788400715390907,2.086305667088264,3.251101739394326
9.039952583629534,10.807629351306302,6.775918862408775,11.97471340042986,5.009501964484935,8.594022981884267,2.217055701125645,3.247377424338965
9.050938292504643,10.86912011068646,5.800836052162559,9.938164484898538,5.103185336345999,7.933154011506943,2.7728152589123765,3.4778718195703315
9.06192400137975,10.93061087006662,4.80052955471661,9.480284294654533,4.500880354796899,7.4708663318763575,2.909834898587085,3.2152343329441706
9.072909710254857,10.992101629446775,4.0698126812914595,8.851974762572718,3.986382349085284,7.272797630112431,3.1313931735049834,3.446217409315331
