Ветер-От,Ветер-До,Солнце-Восток,Солнце-Запад,Больницы,Заводы,Дома А,Дома Б
9.719832924866077,9.719832924866077,0.0,0.0,3.0568444978000833,4.2215576538423845,1.7435399628716346,0.8510549537255028
9.690972517000858,9.741477567505909,0.0,0.0,2.614788880643633,4.438865275478007,0.8570056319602546,0.744693133752014
9.66211210913564,9.763122210145742,0.0,0.0,2.5419502700991403,4.486958780649344,0.6917187855437612,0.5956689846357173
9.633251701270423,9.784766852785575,0.0,0.0,2.093390410217293,4.488378352110491,0.8061412900737377,0.7749055445134754
9.604391293405206,9.806411495425406,0.0,0.0,1.4180064704973125,4.443038928477141,0.8492533690375711,0.8619884997021103
9.575530885539987,9.82805613806524,0.0,0.0,2.1059146817627052,4.5284597207371835,0.6661596476237239,0.9549365372577935
9.54667047767477,9.849700780705072,0.9736054975276244,0.0,2.1060719406051414,4.533116471571957,0.8716670752737401,1.0645722056225726
9.51781006980955,9.871345423344902,1.530528681418926,0.0,2.4459248561537192,4.571796185992806,1.0479695413599819,1.0209603796701545
9.488949661944332,9.892990065984737,2.412908450685479,0.0,2.60690105663206,5.141654264138207,1.1077633398100963,1.2496328922038824
9.460089254079113,9.914634708624568,2.9110261861981788,0.0,3.543323863305192,5.042441388782418,0.6824513827932097,1.261315794337598
9.431228846213894,9.9362793512644,3.5682130388434725,0.0,3.9480997430656912,4.830151426545932,1.149556488747544,1.3464412241118617
9.402368438348676,9.957923993904231,4.060040480193001,0.0,5.010054188585241,4.970138789198738,1.0031884399948823,1.175003965977948
9.373508030483459,9.979568636544064,4.826133422156907,0.915887919404455,5.418174642354146,5.573661587720726,1.214409184069865,1.3168816908648904
9.344647622618242,10.001213279183897,5.781992805241675,1.439604160593937,5.916700602091391,5.998809630354397,1.021149815349617,1.3528810185757458
9.315787214753023,10.022857921823729,6.776621459484608,2.2499215506725507,7.057750434787879,5.998618357388991,1.3702589249009323,1.832394785764931
9.286926806887804,10.044502564463562,7.71797651199911,2.720338229404616,7.461771190075811,6.283589980683939,1.3063738945215473,1.8581073652656983
9.258066399022585,10.066147207103393,8.687325458659792,3.3315304335202836,8.06128552946955,6.899669679484282,1.4306733134460077,2.1104259103378005
9.229205991157366,10.087791849743226,9.669269409268999,3.788214959603908,8.453484551406156,6.519726153837634,1.5921092683512832,2.467336153559371
