Ветер:А,Ветер:Б,Ветер:В,Ветер:Г,Ветер:Д,Ветер:Е,Ветер:Ж,Солнце,Больницы,Заводы,Дома А,Дома Б
4.368534873172346,8.382993992751082,5.905037402091203,4.222121898506549,5.730869851418071,9.533953280411005,9.416485678661894,0.0,1.138487273817343,3.956937235481812,1.3723173706330383,1.0835178526151343
5.034537428662055,7.6833884918028605,5.608694887637147,4.673451835804471,5.052761308176934,9.128227006451286,9.370865588692837,0.0,1.1120663485932116,4.1025073971061445,1.140120213461124,1.1064370507789123
4.26452390004272,8.478319886588604,5.9881203825759926,4.106316221220877,4.274369556121424,8.53811242946678,9.340467295040845,0.0,1.0029400872032055,4.383142945972892,0.8141102085677089,0.7014766313880542
5.261712187864379,9.548014770164844,5.638773461661435,4.721990280123151,5.361326375172853,6.612668647701079,9.346640005857127,0.0,0.9159461594426381,4.338592792225999,0.7637644987565617,0.7964127402345829
5.320263446882426,7.508623398203396,6.178177790709333,5.5977048842273875,5.40291549148387,7.6152516360136255,8.570224872662825,0.0,0.7006938727740543,4.385819360474201,0.8886687825813526,0.9624764204076539
5.387420821584486,6.538194188581524,6.49370123436114,6.498691104918114,5.403094607900932,7.115908554998546,9.279012368738112,0.0,0.5284308504862294,4.4596476985703015,0.5059120987756058,0.7977038377737105
5.407889775712724,7.226782509809797,6.864916964413353,8.470877086331152,5.4227538898686864,7.676203451175709,10.355692108533743,0.0,0.9196717590953409,4.760973535003117,0.841349726644316,0.9161873772822585
5.832080134103226,8.056974813648685,7.376181010637556,7.551518283154916,6.0893458509660014,7.775976425061637,10.820536727537744,0.0,0.9841612920356477,4.784752034395359,0.5710147818142737,1.2393280650025673
6.362849530215091,7.1355494569925515,7.198658355411,6.756934925396313,6.891591572575974,7.778921099661178,11.232169793417185,0.0,0.8930254239018816,4.830182346289368,0.7589888224508834,1.1887279173145002
7.088235190787311,6.910955025420481,7.695892891194613,7.637494873355269,7.947711821701841,7.7473264089608715,10.435614666256788,0.0,1.3665750153157046,4.659318873798856,1.0250208861452195,0.9569086423490885
7.8911335542787615,7.295297573417293,8.152854980747826,8.722914581022485,10.006619798544964,8.481694573217384,11.315308222922067,0.0,1.5962929449120706,4.759267065317312,1.0734010464872374,0.9613647528696474
8.934026941732021,7.746342590901369,8.729535168084308,8.008826013459167,10.968030303282028,7.583668726633758,10.392640991508179,0.0,1.9213441998193743,5.226688105723197,1.152166920213984,1.0907874306987528
8.52128771498547,8.28401562264868,8.302312804466654,8.881079909171126,9.067762752341777,8.580412844205323,10.372447356083576,0.961162647315454,2.2348805142525694,5.23044157814867,0.8843408522687338,1.6292969200511456
9.006022510637466,8.625203426645621,10.313193425981481,9.85134706085599,10.08660447674267,9.248852078523822,10.419550520976825,1.5100764105138338,2.3216283557704718,5.545585096821028,1.358952188087163,1.7639531905416908
8.63894335914063,8.39989946239952,11.294068842254754,11.774675098739287,10.405764467722483,10.05947894036052,10.470950077037232,2.3088712183946334,2.874585177495019,6.348529554617179,1.1174073558997109,1.9771011516336392
9.167706657239906,8.872446894838113,10.675531548830477,12.681110970037594,9.897908898798788,10.980241504191381,10.527992770061086,2.7529077202380283,2.8926110596541896,6.650482414863646,1.5728995061210214,1.904077704893996
9.576906224835723,8.52597684805586,9.899715395311528,12.668493188528398,11.956154037312078,10.70374646727742,10.611618619552527,3.371663277917615,3.1324977173023503,6.840004718217292,1.6316436731645791,2.5293683792453105
9.123417175296652,9.047053481133371,10.998748714828963,12.767202328978833,10.990559770932544,10.350357529386894,10.696577838035662,3.770901971168467,3.5244144584148724,6.665602850250576,1.8166662876253934,2.5999092672230897
9.029870208829879,9.507156486866341,10.68422337966076,12.707371894864426,11.486744199761986,9.880901198844168,11.374125854469131,4.505429583876468,3.292576087046175,6.685634075103499,1.9030093547061724,2.588044711463784
8.962637205401451,9.855658495621688,11.216407887800528,12.669990899348996,11.891229238408336,9.334135877097015,12.099837293021425,5.450935006708907,3.27037362289459,6.759503048945281,2.0896130044016576,2.0352949040036217
8.991110826211493,10.451940356173655,11.960451717389907,12.639296204212233,9.841925274047588,9.673501949699867,11.04529328549805,6.426051375621105,3.03505329243825,6.70199768370305,1.8975448450578598,1.4495594989383918
8.510620544614943,10.408179450977386,11.11055515173566,12.58341314798252,8.880923573614021,11.761350553725844,11.183607882090719,7.400859151097959,2.9013477523151443,7.035035528666939,1.9271344691031347,1.6060041749149159
